sig_index,sig_id
5787,LJP006_HCC515_24H:J01
5788,LJP006_HCC515_24H:J07
5789,LJP006_HCC515_24H:K13
5790,LJP006_HCC515_24H:K19
5791,LJP006_HCC515_24H:L01
5792,LJP006_HCC515_24H:L07
5793,LJP006_HCC515_24H:L13
5794,LJP006_HCC515_24H:M13
5795,LJP006_HCC515_24H:M19
5796,LJP006_HCC515_24H:N07
5797,LJP006_HCC515_24H:N13
5798,LJP006_HCC515_24H:O01
5799,LJP006_HCC515_24H:O13
5800,LJP006_HCC515_24H:P07
5801,LJP006_HCC515_24H:P19
5802,LJP006_HEPG2_24H:B07
5803,LJP006_HEPG2_24H:B19
5804,LJP006_HEPG2_24H:D19
5805,LJP006_HEPG2_24H:E01
5806,LJP006_HEPG2_24H:F13
5807,LJP006_HEPG2_24H:H19
5808,LJP006_HEPG2_24H:I01
5809,LJP006_HEPG2_24H:I07
5810,LJP006_HEPG2_24H:I13
5811,LJP006_HEPG2_24H:J01
5812,LJP006_HEPG2_24H:J07
5813,LJP006_HEPG2_24H:K13
5814,LJP006_HEPG2_24H:K19
5815,LJP006_HEPG2_24H:L01
5816,LJP006_HEPG2_24H:L07
5817,LJP006_HEPG2_24H:L13
5818,LJP006_HEPG2_24H:M13
5819,LJP006_HEPG2_24H:M19
5820,LJP006_HEPG2_24H:N07
5821,LJP006_HEPG2_24H:N13
5822,LJP006_HEPG2_24H:O01
5823,LJP006_HEPG2_24H:O13
5824,LJP006_HEPG2_24H:P07
5825,LJP006_HEPG2_24H:P19
5826,LJP006_HME1_24H:B07
5827,LJP006_HME1_24H:B19
5828,LJP006_HME1_24H:D19
5829,LJP006_HME1_24H:E01
5830,LJP006_HME1_24H:F13
5831,LJP006_HME1_24H:H19
5832,LJP006_HME1_24H:I01
5833,LJP006_HME1_24H:I07
5834,LJP006_HME1_24H:I13
5835,LJP006_HME1_24H:J01
5836,LJP006_HME1_24H:J07
5837,LJP006_HME1_24H:K13
5838,LJP006_HME1_24H:K19
5839,LJP006_HME1_24H:L01
5840,LJP006_HME1_24H:L07
5841,LJP006_HME1_24H:L13
5842,LJP006_HME1_24H:M13
5843,LJP006_HME1_24H:M19
5844,LJP006_HME1_24H:N07
5845,LJP006_HME1_24H:N13
5846,LJP006_HME1_24H:O01
5847,LJP006_HME1_24H:O13
5848,LJP006_HME1_24H:P07
5849,LJP006_HME1_24H:P19
5850,LJP006_HME1_3H:B07
5851,LJP006_HME1_3H:B19
5852,LJP006_HME1_3H:D19
5853,LJP006_HME1_3H:E01
5854,LJP006_HME1_3H:F13
5855,LJP006_HME1_3H:H19
5856,LJP006_HME1_3H:I01
5857,LJP006_HME1_3H:I07
5858,LJP006_HME1_3H:I13
5859,LJP006_HME1_3H:J01
5860,LJP006_HME1_3H:J07
5861,LJP006_HME1_3H:K13
5862,LJP006_HME1_3H:K19
5863,LJP006_HME1_3H:L01
5864,LJP006_HME1_3H:L07
5865,LJP006_HME1_3H:L13
5866,LJP006_HME1_3H:M13
5867,LJP006_HME1_3H:M19
5868,LJP006_HME1_3H:N07
5869,LJP006_HME1_3H:N13
5870,LJP006_HME1_3H:O01
5871,LJP006_HME1_3H:O13
5872,LJP006_HME1_3H:P07
5873,LJP006_HME1_3H:P19
5874,LJP006_HS578T_24H:B07
5875,LJP006_HS578T_24H:B19
5876,LJP006_HS578T_24H:D19
5877,LJP006_HS578T_24H:E01
5878,LJP006_HS578T_24H:F13
5879,LJP006_HS578T_24H:H19
5880,LJP006_HS578T_24H:I01
5881,LJP006_HS578T_24H:I07
5882,LJP006_HS578T_24H:I13
5883,LJP006_HS578T_24H:J07
5884,LJP006_HS578T_24H:K13
5885,LJP006_HS578T_24H:K19
5886,LJP006_HS578T_24H:L07
5887,LJP006_HS578T_24H:L13
5888,LJP006_HS578T_24H:M13
5889,LJP006_HS578T_24H:M19
5890,LJP006_HS578T_24H:N07
5891,LJP006_HS578T_24H:N13
5892,LJP006_HS578T_24H:O01
5893,LJP006_HS578T_24H:O13
5894,LJP006_HS578T_24H:P07
5895,LJP006_HS578T_24H:P19
5896,LJP006_HS578T_3H:B07
5897,LJP006_HS578T_3H:B19
5898,LJP006_HS578T_3H:D19
5899,LJP006_HS578T_3H:E01
5900,LJP006_HS578T_3H:F13
5901,LJP006_HS578T_3H:H19
5902,LJP006_HS578T_3H:I01
5903,LJP006_HS578T_3H:I07
5904,LJP006_HS578T_3H:I13
5905,LJP006_HS578T_3H:J01
5906,LJP006_HS578T_3H:J07
5907,LJP006_HS578T_3H:K13
5908,LJP006_HS578T_3H:K19
5909,LJP006_HS578T_3H:L01
5910,LJP006_HS578T_3H:L07
5911,LJP006_HS578T_3H:L13
5912,LJP006_HS578T_3H:M13
5913,LJP006_HS578T_3H:M19
5914,LJP006_HS578T_3H:N07
5915,LJP006_HS578T_3H:N13
5916,LJP006_HS578T_3H:O01
5917,LJP006_HS578T_3H:O13
5918,LJP006_HS578T_3H:P07
5919,LJP006_HS578T_3H:P19
5920,LJP006_HT29_24H:B07
5921,LJP006_HT29_24H:B19
5922,LJP006_HT29_24H:D19
5923,LJP006_HT29_24H:E01
5924,LJP006_HT29_24H:H19
5925,LJP006_HT29_24H:I01
5926,LJP006_HT29_24H:I07
5927,LJP006_HT29_24H:I13
5928,LJP006_HT29_24H:J01
5929,LJP006_HT29_24H:J07
5930,LJP006_HT29_24H:K13
5931,LJP006_HT29_24H:K19
5932,LJP006_HT29_24H:L01
5933,LJP006_HT29_24H:L07
5934,LJP006_HT29_24H:L13
5935,LJP006_HT29_24H:M13
5936,LJP006_HT29_24H:M19
5937,LJP006_HT29_24H:N07
5938,LJP006_HT29_24H:N13
5939,LJP006_HT29_24H:O01
5940,LJP006_HT29_24H:O13
5941,LJP006_HT29_24H:P07
5942,LJP006_HT29_24H:P19
5943,LJP006_HT29_24H:F13
5944,LJP006_LNCAP_24H:B19
5945,LJP006_LNCAP_24H:D19
5946,LJP006_LNCAP_24H:E01
5947,LJP006_LNCAP_24H:F13
5948,LJP006_LNCAP_24H:H19
5949,LJP006_LNCAP_24H:I01
5950,LJP006_LNCAP_24H:I07
5951,LJP006_LNCAP_24H:I13
5952,LJP006_LNCAP_24H:J01
5953,LJP006_LNCAP_24H:J07
5954,LJP006_LNCAP_24H:K19
5955,LJP006_LNCAP_24H:L01
5956,LJP006_LNCAP_24H:L07
5957,LJP006_LNCAP_24H:L13
5958,LJP006_LNCAP_24H:M13
5959,LJP006_LNCAP_24H:M19
5960,LJP006_LNCAP_24H:N07
5961,LJP006_LNCAP_24H:N13
5962,LJP006_LNCAP_24H:O01
5963,LJP006_LNCAP_24H:O13
5964,LJP006_LNCAP_24H:P07
5965,LJP006_LNCAP_24H:P19
5966,LJP006_LNCAP_24H:B07
5967,LJP006_LNCAP_24H:K13
5968,LJP006_LNCAP_3H:B07
5969,LJP006_LNCAP_3H:B19
5970,LJP006_LNCAP_3H:D19
5971,LJP006_LNCAP_3H:E01
5972,LJP006_LNCAP_3H:F13
5973,LJP006_LNCAP_3H:H19
5974,LJP006_LNCAP_3H:I01
5975,LJP006_LNCAP_3H:I07
5976,LJP006_LNCAP_3H:I13
5977,LJP006_LNCAP_3H:J01
5978,LJP006_LNCAP_3H:J07
5979,LJP006_LNCAP_3H:K13
5980,LJP006_LNCAP_3H:K19
5981,LJP006_LNCAP_3H:L01
5982,LJP006_LNCAP_3H:L07
5983,LJP006_LNCAP_3H:L13
5984,LJP006_LNCAP_3H:M13
5985,LJP006_LNCAP_3H:M19
5986,LJP006_LNCAP_3H:N07
5987,LJP006_LNCAP_3H:N13
5988,LJP006_LNCAP_3H:O01
5989,LJP006_LNCAP_3H:O13
5990,LJP006_LNCAP_3H:P07
5991,LJP006_LNCAP_3H:P19
5992,LJP006_MCF10A_24H:B07
5993,LJP006_MCF10A_24H:B19
5994,LJP006_MCF10A_24H:D19
5995,LJP006_MCF10A_24H:E01
5996,LJP006_MCF10A_24H:F13
5997,LJP006_MCF10A_24H:H19
5998,LJP006_MCF10A_24H:I01
5999,LJP006_MCF10A_24H:I07
6000,LJP006_MCF10A_24H:I13
6001,LJP006_MCF10A_24H:J01
6002,LJP006_MCF10A_24H:J07
6003,LJP006_MCF10A_24H:K13
6004,LJP006_MCF10A_24H:K19
6005,LJP006_MCF10A_24H:L01
6006,LJP006_MCF10A_24H:L07
6007,LJP006_MCF10A_24H:L13
6008,LJP006_MCF10A_24H:M13
6009,LJP006_MCF10A_24H:M19
6010,LJP006_MCF10A_24H:N07
6011,LJP006_MCF10A_24H:N13
6012,LJP006_MCF10A_24H:O01
6013,LJP006_MCF10A_24H:O13
6014,LJP006_MCF10A_24H:P07
6015,LJP006_MCF10A_24H:P19
6016,LJP006_MCF10A_3H:B07
6017,LJP006_MCF10A_3H:B19
6018,LJP006_MCF10A_3H:D19
6019,LJP006_MCF10A_3H:E01
6020,LJP006_MCF10A_3H:F13
6021,LJP006_MCF10A_3H:H19
6022,LJP006_MCF10A_3H:I01
6023,LJP006_MCF10A_3H:I07
6024,LJP006_MCF10A_3H:I13
6025,LJP006_MCF10A_3H:J01
6026,LJP006_MCF10A_3H:J07
6027,LJP006_MCF10A_3H:K13
6028,LJP006_MCF10A_3H:K19
6029,LJP006_MCF10A_3H:L01
6030,LJP006_MCF10A_3H:L07
6031,LJP006_MCF10A_3H:L13
6032,LJP006_MCF10A_3H:M13
6033,LJP006_MCF10A_3H:M19
6034,LJP006_MCF10A_3H:N07
6035,LJP006_MCF10A_3H:N13
6036,LJP006_MCF10A_3H:O01
6037,LJP006_MCF10A_3H:O13
6038,LJP006_MCF10A_3H:P07
6039,LJP006_MCF10A_3H:P19
6040,LJP006_MCF7_24H:B07
6041,LJP006_MCF7_24H:B19
6042,LJP006_MCF7_24H:D19
6043,LJP006_MCF7_24H:E01
6044,LJP006_MCF7_24H:F13
6045,LJP006_MCF7_24H:H19
6046,LJP006_MCF7_24H:I01
6047,LJP006_MCF7_24H:I07
6048,LJP006_MCF7_24H:I13
6049,LJP006_MCF7_24H:J01
6050,LJP006_MCF7_24H:J07
6051,LJP006_MCF7_24H:K13
6052,LJP006_MCF7_24H:K19
6053,LJP006_MCF7_24H:L01
6054,LJP006_MCF7_24H:L07
6055,LJP006_MCF7_24H:L13
6056,LJP006_MCF7_24H:M13
6057,LJP006_MCF7_24H:M19
6058,LJP006_MCF7_24H:N07
6059,LJP006_MCF7_24H:N13
6060,LJP006_MCF7_24H:O01
6061,LJP006_MCF7_24H:O13
6062,LJP006_MCF7_24H:P07
6063,LJP006_MCF7_24H:P19
6064,LJP006_MCF7_3H:B07
6065,LJP006_MCF7_3H:B19
6066,LJP006_MCF7_3H:D19
6067,LJP006_MCF7_3H:E01
6068,LJP006_MCF7_3H:F13
6069,LJP006_MCF7_3H:H19
6070,LJP006_MCF7_3H:I01
6071,LJP006_MCF7_3H:I07
6072,LJP006_MCF7_3H:J01
6073,LJP006_MCF7_3H:J07
6074,LJP006_MCF7_3H:K13
6075,LJP006_MCF7_3H:K19
6076,LJP006_MCF7_3H:L01
6077,LJP006_MCF7_3H:L07
6078,LJP006_MCF7_3H:L13
6079,LJP006_MCF7_3H:M13
6080,LJP006_MCF7_3H:M19
6081,LJP006_MCF7_3H:N13
6082,LJP006_MCF7_3H:O01
6083,LJP006_MCF7_3H:O13
6084,LJP006_MCF7_3H:P07
6085,LJP006_MCF7_3H:P19
6086,LJP006_MCF7_3H:I13
6087,LJP006_MCF7_3H:N07
6088,LJP006_MDAMB231_24H:B07
6089,LJP006_MDAMB231_24H:B19
6090,LJP006_MDAMB231_24H:D19
6091,LJP006_MDAMB231_24H:E01
6092,LJP006_MDAMB231_24H:F13
6093,LJP006_MDAMB231_24H:H19
6094,LJP006_MDAMB231_24H:I01
6095,LJP006_MDAMB231_24H:I07
6096,LJP006_MDAMB231_24H:I13
6097,LJP006_MDAMB231_24H:J07
6098,LJP006_MDAMB231_24H:K13
6099,LJP006_MDAMB231_24H:K19
6100,LJP006_MDAMB231_24H:L01
6101,LJP006_MDAMB231_24H:L07
6102,LJP006_MDAMB231_24H:L13
6103,LJP006_MDAMB231_24H:M13
6104,LJP006_MDAMB231_24H:M19
6105,LJP006_MDAMB231_24H:O01
6106,LJP006_MDAMB231_24H:O13
6107,LJP006_MDAMB231_24H:P07
6108,LJP006_MDAMB231_24H:P19
6109,LJP006_MDAMB231_24H:N13
6110,LJP006_MDAMB231_24H:J01
6111,LJP006_MDAMB231_24H:N07
6112,LJP006_MDAMB231_3H:B07
6113,LJP006_MDAMB231_3H:B19
6114,LJP006_MDAMB231_3H:D19
6115,LJP006_MDAMB231_3H:E01
6116,LJP006_MDAMB231_3H:F13
6117,LJP006_MDAMB231_3H:H19
6118,LJP006_MDAMB231_3H:I01
6119,LJP006_MDAMB231_3H:I07
6120,LJP006_MDAMB231_3H:I13
6121,LJP006_MDAMB231_3H:J01
6122,LJP006_MDAMB231_3H:J07
6123,LJP006_MDAMB231_3H:K13
6124,LJP006_MDAMB231_3H:K19
6125,LJP006_MDAMB231_3H:L01
6126,LJP006_MDAMB231_3H:L07
6127,LJP006_MDAMB231_3H:L13
6128,LJP006_MDAMB231_3H:M13
6129,LJP006_MDAMB231_3H:M19
6130,LJP006_MDAMB231_3H:N07
6131,LJP006_MDAMB231_3H:N13
6132,LJP006_MDAMB231_3H:O01
6133,LJP006_MDAMB231_3H:O13
6134,LJP006_MDAMB231_3H:P07
6135,LJP006_MDAMB231_3H:P19
6136,LJP006_PC3_24H:B07
6137,LJP006_PC3_24H:B19
6138,LJP006_PC3_24H:D19
6139,LJP006_PC3_24H:E01
6140,LJP006_PC3_24H:F13
6141,LJP006_PC3_24H:H19
6142,LJP006_PC3_24H:I01
6143,LJP006_PC3_24H:I07
6144,LJP006_PC3_24H:I13
6145,LJP006_PC3_24H:J01
6146,LJP006_PC3_24H:J07
6147,LJP006_PC3_24H:K13
6148,LJP006_PC3_24H:K19
6149,LJP006_PC3_24H:L01
6150,LJP006_PC3_24H:L07
6151,LJP006_PC3_24H:L13
6152,LJP006_PC3_24H:M13
6153,LJP006_PC3_24H:M19
6154,LJP006_PC3_24H:N07
6155,LJP006_PC3_24H:N13
6156,LJP006_PC3_24H:O01
6157,LJP006_PC3_24H:O13
6158,LJP006_PC3_24H:P07
6159,LJP006_PC3_24H:P19
6160,LJP006_SKBR3_24H:B07
6161,LJP006_SKBR3_24H:B19
6162,LJP006_SKBR3_24H:D19
6163,LJP006_SKBR3_24H:E01
6164,LJP006_SKBR3_24H:F13
6165,LJP006_SKBR3_24H:H19
6166,LJP006_SKBR3_24H:I01
6167,LJP006_SKBR3_24H:I07
6168,LJP006_SKBR3_24H:I13
6169,LJP006_SKBR3_24H:J07
6170,LJP006_SKBR3_24H:K13
6171,LJP006_SKBR3_24H:K19
6172,LJP006_SKBR3_24H:L01
6173,LJP006_SKBR3_24H:L07
6174,LJP006_SKBR3_24H:L13
6175,LJP006_SKBR3_24H:M13
6176,LJP006_SKBR3_24H:M19
6177,LJP006_SKBR3_24H:N07
6178,LJP006_SKBR3_24H:N13
6179,LJP006_SKBR3_24H:O01
6180,LJP006_SKBR3_24H:O13
6181,LJP006_SKBR3_24H:P07
6182,LJP006_SKBR3_24H:P19
6183,LJP006_SKBR3_24H:J01
6184,LJP006_SKBR3_3H:B07
6185,LJP006_SKBR3_3H:B19
6186,LJP006_SKBR3_3H:D19
6187,LJP006_SKBR3_3H:E01
6188,LJP006_SKBR3_3H:F13
6189,LJP006_SKBR3_3H:H19
6190,LJP006_SKBR3_3H:I01
6191,LJP006_SKBR3_3H:I07
6192,LJP006_SKBR3_3H:I13
6193,LJP006_SKBR3_3H:J01
6194,LJP006_SKBR3_3H:J07
6195,LJP006_SKBR3_3H:K13
6196,LJP006_SKBR3_3H:K19
6197,LJP006_SKBR3_3H:L01
6198,LJP006_SKBR3_3H:L07
6199,LJP006_SKBR3_3H:L13
6200,LJP006_SKBR3_3H:M13
6201,LJP006_SKBR3_3H:M19
6202,LJP006_SKBR3_3H:N07
6203,LJP006_SKBR3_3H:N13
6204,LJP006_SKBR3_3H:O01
6205,LJP006_SKBR3_3H:O13
6206,LJP006_SKBR3_3H:P07
6207,LJP006_SKBR3_3H:P19
6208,LJP007_A375_24H:A03
6209,LJP007_A375_24H:A04
6210,LJP007_A375_24H:A07
6211,LJP007_A375_24H:B03
6212,LJP007_A375_24H:B13
6213,LJP007_A375_24H:D01
6214,LJP007_A375_24H:D07
6215,LJP007_A375_24H:E01
6216,LJP007_A375_24H:F01
6217,LJP007_A375_24H:F19
6218,LJP007_A375_24H:G13
6219,LJP007_A375_24H:H07
6220,LJP007_A375_24H:I19
6221,LJP007_A375_24H:J19
6222,LJP007_A375_24H:K19
6223,LJP007_A375_24H:M19
6224,LJP007_A375_24H:O01
6225,LJP007_A375_24H:O07
6226,LJP007_A375_24H:O19
6227,LJP007_A375_24H:P19
6228,LJP007_A375_24H:I01
6229,LJP007_A549_24H:A03
6230,LJP007_A549_24H:A04
6231,LJP007_A549_24H:A07
6232,LJP007_A549_24H:B03
6233,LJP007_A549_24H:B13
6234,LJP007_A549_24H:D01
6235,LJP007_A549_24H:D07
6236,LJP007_A549_24H:E01
6237,LJP007_A549_24H:F01
6238,LJP007_A549_24H:F19
6239,LJP007_A549_24H:G13
6240,LJP007_A549_24H:H07
6241,LJP007_A549_24H:I01
6242,LJP007_A549_24H:I19
6243,LJP007_A549_24H:J19
6244,LJP007_A549_24H:K19
6245,LJP007_A549_24H:M19
6246,LJP007_A549_24H:O01
6247,LJP007_A549_24H:O07
6248,LJP007_A549_24H:O19
6249,LJP007_A549_24H:P19
6250,LJP007_ASC.C_24H:A03
6251,LJP007_ASC.C_24H:A04
6252,LJP007_ASC.C_24H:A07
6253,LJP007_ASC.C_24H:B03
6254,LJP007_ASC.C_24H:B13
6255,LJP007_ASC.C_24H:D01
6256,LJP007_ASC.C_24H:D07
6257,LJP007_ASC.C_24H:E01
6258,LJP007_ASC.C_24H:F01
6259,LJP007_ASC.C_24H:F19
6260,LJP007_ASC.C_24H:G13
6261,LJP007_ASC.C_24H:H07
6262,LJP007_ASC.C_24H:I01
6263,LJP007_ASC.C_24H:I19
6264,LJP007_ASC.C_24H:J19
6265,LJP007_ASC.C_24H:K19
6266,LJP007_ASC.C_24H:M19
6267,LJP007_ASC.C_24H:O01
6268,LJP007_ASC.C_24H:O07
6269,LJP007_ASC.C_24H:O19
6270,LJP007_ASC.C_24H:P19
6271,LJP007_CD34_24H:A03
6272,LJP007_CD34_24H:A04
6273,LJP007_CD34_24H:A07
6274,LJP007_CD34_24H:B03
6275,LJP007_CD34_24H:B13
6276,LJP007_CD34_24H:D01
6277,LJP007_CD34_24H:D07
6278,LJP007_CD34_24H:E01
6279,LJP007_CD34_24H:F01
6280,LJP007_CD34_24H:F19
6281,LJP007_CD34_24H:G13
6282,LJP007_CD34_24H:H07
6283,LJP007_CD34_24H:I01
6284,LJP007_CD34_24H:I19
6285,LJP007_CD34_24H:J19
6286,LJP007_CD34_24H:K19
6287,LJP007_CD34_24H:M19
6288,LJP007_CD34_24H:O01
6289,LJP007_CD34_24H:O07
6290,LJP007_CD34_24H:O19
6291,LJP007_CD34_24H:P19
6292,LJP007_HA1E_24H:A03
6293,LJP007_HA1E_24H:A04
6294,LJP007_HA1E_24H:A07
6295,LJP007_HA1E_24H:B03
6296,LJP007_HA1E_24H:B13
6297,LJP007_HA1E_24H:D01
6298,LJP007_HA1E_24H:D07
6299,LJP007_HA1E_24H:E01
6300,LJP007_HA1E_24H:F01
6301,LJP007_HA1E_24H:F19
6302,LJP007_HA1E_24H:G13
6303,LJP007_HA1E_24H:H07
6304,LJP007_HA1E_24H:I01
6305,LJP007_HA1E_24H:J19
6306,LJP007_HA1E_24H:K19
6307,LJP007_HA1E_24H:M19
6308,LJP007_HA1E_24H:O01
6309,LJP007_HA1E_24H:O07
6310,LJP007_HA1E_24H:O19
6311,LJP007_HA1E_24H:P19
6312,LJP007_HA1E_24H:I19
6313,LJP007_HCC515_24H:A03
6314,LJP007_HCC515_24H:A04
6315,LJP007_HCC515_24H:A07
6316,LJP007_HCC515_24H:B03
6317,LJP007_HCC515_24H:B13
6318,LJP007_HCC515_24H:D01
6319,LJP007_HCC515_24H:D07
6320,LJP007_HCC515_24H:E01
6321,LJP007_HCC515_24H:F01
6322,LJP007_HCC515_24H:F19
6323,LJP007_HCC515_24H:G13
6324,LJP007_HCC515_24H:H07
6325,LJP007_HCC515_24H:I01
6326,LJP007_HCC515_24H:I19
6327,LJP007_HCC515_24H:J19
6328,LJP007_HCC515_24H:K19
6329,LJP007_HCC515_24H:M19
6330,LJP007_HCC515_24H:O01
6331,LJP007_HCC515_24H:O07
6332,LJP007_HCC515_24H:O19
6333,LJP007_HCC515_24H:P19
6334,LJP007_HEPG2_24H:A03
6335,LJP007_HEPG2_24H:A04
6336,LJP007_HEPG2_24H:A07
6337,LJP007_HEPG2_24H:B03
6338,LJP007_HEPG2_24H:B13
6339,LJP007_HEPG2_24H:D01
6340,LJP007_HEPG2_24H:D07
6341,LJP007_HEPG2_24H:E01
6342,LJP007_HEPG2_24H:F01
6343,LJP007_HEPG2_24H:F19
6344,LJP007_HEPG2_24H:G13
6345,LJP007_HEPG2_24H:H07
6346,LJP007_HEPG2_24H:I01
6347,LJP007_HEPG2_24H:I19
6348,LJP007_HEPG2_24H:J19
6349,LJP007_HEPG2_24H:K19
6350,LJP007_HEPG2_24H:M19
6351,LJP007_HEPG2_24H:O01
6352,LJP007_HEPG2_24H:O07
6353,LJP007_HEPG2_24H:O19
6354,LJP007_HEPG2_24H:P19
6355,LJP007_HME1_24H:A03
6356,LJP007_HME1_24H:A04
6357,LJP007_HME1_24H:A07
6358,LJP007_HME1_24H:B03
6359,LJP007_HME1_24H:B13
6360,LJP007_HME1_24H:D01
6361,LJP007_HME1_24H:D07
6362,LJP007_HME1_24H:E01
6363,LJP007_HME1_24H:F01
6364,LJP007_HME1_24H:F19
6365,LJP007_HME1_24H:G13
6366,LJP007_HME1_24H:H07
6367,LJP007_HME1_24H:I01
6368,LJP007_HME1_24H:I19
6369,LJP007_HME1_24H:J19
6370,LJP007_HME1_24H:K19
6371,LJP007_HME1_24H:M19
6372,LJP007_HME1_24H:O01
6373,LJP007_HME1_24H:O07
6374,LJP007_HME1_24H:O19
6375,LJP007_HME1_24H:P19
6376,LJP007_HT29_24H:A03
6377,LJP007_HT29_24H:A04
6378,LJP007_HT29_24H:A07
6379,LJP007_HT29_24H:B03
6380,LJP007_HT29_24H:B13
6381,LJP007_HT29_24H:D01
6382,LJP007_HT29_24H:D07
6383,LJP007_HT29_24H:E01
6384,LJP007_HT29_24H:F01
6385,LJP007_HT29_24H:F19
6386,LJP007_HT29_24H:G13
6387,LJP007_HT29_24H:H07
6388,LJP007_HT29_24H:I01
6389,LJP007_HT29_24H:I19
6390,LJP007_HT29_24H:J19
6391,LJP007_HT29_24H:K19
6392,LJP007_HT29_24H:M19
6393,LJP007_HT29_24H:O01
6394,LJP007_HT29_24H:O07
6395,LJP007_HT29_24H:O19
6396,LJP007_HT29_24H:P19
6397,LJP007_HUVEC_24H:A03
6398,LJP007_HUVEC_24H:A04
6399,LJP007_HUVEC_24H:A07
6400,LJP007_HUVEC_24H:B03
6401,LJP007_HUVEC_24H:B13
6402,LJP007_HUVEC_24H:D01
6403,LJP007_HUVEC_24H:D07
6404,LJP007_HUVEC_24H:E01
6405,LJP007_HUVEC_24H:F01
6406,LJP007_HUVEC_24H:F19
6407,LJP007_HUVEC_24H:G13
6408,LJP007_HUVEC_24H:H07
6409,LJP007_HUVEC_24H:I01
6410,LJP007_HUVEC_24H:I19
6411,LJP007_HUVEC_24H:J19
6412,LJP007_HUVEC_24H:K19
6413,LJP007_HUVEC_24H:M19
6414,LJP007_HUVEC_24H:O01
6415,LJP007_HUVEC_24H:O07
6416,LJP007_HUVEC_24H:O19
6417,LJP007_HUVEC_24H:P19
6418,LJP007_JURKAT_24H:A03
6419,LJP007_JURKAT_24H:A04
6420,LJP007_JURKAT_24H:A07
6421,LJP007_JURKAT_24H:B03
6422,LJP007_JURKAT_24H:B13
6423,LJP007_JURKAT_24H:D01
6424,LJP007_JURKAT_24H:D07
6425,LJP007_JURKAT_24H:E01
6426,LJP007_JURKAT_24H:F01
6427,LJP007_JURKAT_24H:F19
6428,LJP007_JURKAT_24H:G13
6429,LJP007_JURKAT_24H:H07
6430,LJP007_JURKAT_24H:I01
6431,LJP007_JURKAT_24H:J19
6432,LJP007_JURKAT_24H:K19
6433,LJP007_JURKAT_24H:M19
6434,LJP007_JURKAT_24H:O01
6435,LJP007_JURKAT_24H:O07
6436,LJP007_JURKAT_24H:O19
6437,LJP007_JURKAT_24H:P19
6438,LJP007_JURKAT_24H:I19
6439,LJP007_MCF7_24H:A03
6440,LJP007_MCF7_24H:A04
6441,LJP007_MCF7_24H:A07
6442,LJP007_MCF7_24H:B03
6443,LJP007_MCF7_24H:B13
6444,LJP007_MCF7_24H:D01
6445,LJP007_MCF7_24H:D07
6446,LJP007_MCF7_24H:E01
6447,LJP007_MCF7_24H:F01
6448,LJP007_MCF7_24H:F19
6449,LJP007_MCF7_24H:G13
6450,LJP007_MCF7_24H:H07
6451,LJP007_MCF7_24H:I01
6452,LJP007_MCF7_24H:I19
6453,LJP007_MCF7_24H:J19
6454,LJP007_MCF7_24H:K19
6455,LJP007_MCF7_24H:M19
6456,LJP007_MCF7_24H:O01
6457,LJP007_MCF7_24H:O07
6458,LJP007_MCF7_24H:O19
6459,LJP007_MCF7_24H:P19
6460,LJP007_NPC.TAK_24H:A03
6461,LJP007_NPC.TAK_24H:A04
6462,LJP007_NPC.TAK_24H:A07
6463,LJP007_NPC.TAK_24H:B03
6464,LJP007_NPC.TAK_24H:B13
6465,LJP007_NPC.TAK_24H:D07
6466,LJP007_NPC.TAK_24H:E01
6467,LJP007_NPC.TAK_24H:F01
6468,LJP007_NPC.TAK_24H:F19
6469,LJP007_NPC.TAK_24H:G13
6470,LJP007_NPC.TAK_24H:H07
6471,LJP007_NPC.TAK_24H:I19
6472,LJP007_NPC.TAK_24H:J19
6473,LJP007_NPC.TAK_24H:K19
6474,LJP007_NPC.TAK_24H:M19
6475,LJP007_NPC.TAK_24H:O01
6476,LJP007_NPC.TAK_24H:O07
6477,LJP007_NPC.TAK_24H:P19
6478,LJP007_PC3_24H:A03
6479,LJP007_PC3_24H:A04
6480,LJP007_PC3_24H:A07
6481,LJP007_PC3_24H:B13
6482,LJP007_PC3_24H:D01
6483,LJP007_PC3_24H:D07
6484,LJP007_PC3_24H:E01
6485,LJP007_PC3_24H:F01
6486,LJP007_PC3_24H:F19
6487,LJP007_PC3_24H:G13
6488,LJP007_PC3_24H:H07
6489,LJP007_PC3_24H:I01
6490,LJP007_PC3_24H:I19
6491,LJP007_PC3_24H:J19
6492,LJP007_PC3_24H:K19
6493,LJP007_PC3_24H:M19
6494,LJP007_PC3_24H:O01
6495,LJP007_PC3_24H:O07
6496,LJP007_PC3_24H:O19
6497,LJP007_PC3_24H:P19
6498,LJP007_PC3_24H:B03
6499,LJP007_SKL.C_24H:A03
6500,LJP007_SKL.C_24H:A04
6501,LJP007_SKL.C_24H:A07
6502,LJP007_SKL.C_24H:B03
6503,LJP007_SKL.C_24H:B13
6504,LJP007_SKL.C_24H:D01
6505,LJP007_SKL.C_24H:D07
6506,LJP007_SKL.C_24H:E01
6507,LJP007_SKL.C_24H:F01
6508,LJP007_SKL.C_24H:F19
6509,LJP007_SKL.C_24H:G13
6510,LJP007_SKL.C_24H:H07
6511,LJP007_SKL.C_24H:I01
6512,LJP007_SKL.C_24H:I19
6513,LJP007_SKL.C_24H:J19
6514,LJP007_SKL.C_24H:K19
